6.149926234683757542e+00,2.140009319649986352e+01,2.648000000000000000e+03
5.849493511139000290e+00,2.024834285909416920e+01,-2.500000000000000000e+01
3.460428329881301668e+00,1.189490229159561352e+01,9.800000000000000000e+01
7.398179051768307701e+00,2.035561695827466977e+01,2.500000000000000000e+01
4.757702227618734625e+00,1.275713280428126595e+01,2.100000000000000000e+01
4.691307684981216752e+00,1.526371702180812129e+01,3.900000000000000000e+01
2.763223363518041431e-01,1.602011097300686027e+00,-3.200000000000000000e+01
6.719487252225309959e+00,2.018538029302628800e+01,-6.800000000000000000e+01
5.023509489883810630e+00,1.805386846736803363e+01,1.400000000000000000e+01
6.389953086596761977e+00,3.678690297735638381e+01,1.000000000000000000e+01
7.223334439410328045e+00,4.253173686384874941e+01,8.400000000000000000e+01
6.407745820081840904e+00,3.654623319358199751e+01,1.000000000000000000e+01
8.141923537437863345e+00,2.986805791876518157e+01,-4.900000000000000000e+01
8.208227702958435401e+00,2.579738844464720415e+01,6.000000000000000000e+00
6.869326891425976633e+00,3.319822881423169747e+01,-9.000000000000000000e+01
4.938449818131613434e+00,1.576986839880039071e+01,6.000000000000000000e+00
5.891957871935798785e+00,1.541174063720412768e+01,5.100000000000000000e+01
5.023509489883810630e+00,1.805386846736803363e+01,1.400000000000000000e+01
7.698000011016419286e+00,2.379673184354297533e+01,4.000000000000000000e+00
8.361318081415305414e+00,4.434118923370633070e+01,-2.200000000000000000e+01
5.806969745095166502e+00,1.682055430713188215e+01,8.100000000000000000e+01
4.672555387626259993e+00,1.329604064043628142e+01,3.700000000000000000e+01
5.875557839769429691e+00,1.718177673603812394e+01,8.300000000000000000e+01
5.849493511139000290e+00,2.024834285909416920e+01,-2.500000000000000000e+01
5.372848026008255395e+00,1.507794373639924146e+01,1.100000000000000000e+01
7.153119172475769894e+00,2.769617251311084871e+01,2.500000000000000000e+01
4.210568027829719284e+00,1.006389434371290825e+01,-2.100000000000000000e+01
5.212251169996409139e+00,1.189757135223110929e+01,-1.000000000000000000e+00
5.826995892351293449e+00,1.432450215507181213e+01,1.000000000000000000e+00
4.772996374135469289e+00,1.554381826930169908e+01,1.400000000000000000e+01
5.057490680168914565e+00,1.807860954294837796e+01,3.000000000000000000e+01
7.986930048112140135e+00,2.113753160046414692e+01,5.500000000000000000e+01
6.033893318398524386e+00,2.067842850396484522e+01,3.000000000000000000e+00
6.179632844839056283e+00,2.076478144570010187e+01,-6.200000000000000000e+01
4.370362972489185260e+00,1.046408607808660740e+01,1.740000000000000000e+02
7.347370551358173074e+00,1.650429279567218188e+01,6.000000000000000000e+00
2.813148217080002844e+00,7.006228643686481128e+00,-1.170000000000000000e+02
6.179632844839056283e+00,2.076478144570010187e+01,-6.200000000000000000e+01
6.361485205876961757e+00,1.682295444216442704e+01,5.500000000000000000e+01
8.221915114153238946e+00,2.410818962736659543e+01,-1.100000000000000000e+01
5.765748125516761746e+00,3.113873417982600600e+01,1.240000000000000000e+02
6.139466959827363013e+00,1.500760802399960525e+01,4.000000000000000000e+00
5.609115266623133422e+00,1.581695981983427579e+01,6.400000000000000000e+01
6.415055169055690953e+00,1.465460690635391749e+01,6.100000000000000000e+01
6.644022983691450612e+00,1.797401919282322069e+01,2.900000000000000000e+01
6.803056965347400009e+00,1.654785803434506875e+01,4.000000000000000000e+01
6.419741480995370786e+00,2.092641866133489259e+01,-6.400000000000000000e+01
7.694159061221752971e+00,3.662306853729126033e+01,4.400000000000000000e+01
5.508874856659585539e+00,1.546662834195773328e+01,1.400000000000000000e+01
6.842958968625229232e+00,1.810157977790542105e+01,-1.600000000000000000e+01
6.054375785892292861e+00,1.974797905692794231e+01,-2.600000000000000000e+01
5.979624902242322015e+00,1.972581728467142526e+01,1.900000000000000000e+01
4.697228660236644870e+00,1.323185293607808077e+01,7.400000000000000000e+01
6.311937479961054365e+00,1.827568260083291563e+01,9.000000000000000000e+00
1.037833752583312652e+01,2.972392976654495556e+01,9.000000000000000000e+00
8.358523335749820760e+00,2.609174418461971001e+01,2.000000000000000000e+01
5.779496299201822396e+00,1.331984508322358707e+01,-5.700000000000000000e+01
6.361485205876961757e+00,1.682295444216442704e+01,5.500000000000000000e+01
5.609115266623133422e+00,1.581695981983427579e+01,6.400000000000000000e+01
4.691307684981216752e+00,1.526371702180812129e+01,3.900000000000000000e+01
8.390725207585568057e+00,3.574600349421498890e+01,-2.000000000000000000e+01
7.095826593411844740e+00,2.631653548275393817e+01,-1.300000000000000000e+01
4.060419145495878901e+00,1.172047083919141564e+01,-1.600000000000000000e+01
4.397647854357452424e+00,1.288245607247582925e+01,1.800000000000000000e+01
4.932041601365231287e+00,1.153494566175500502e+01,-1.200000000000000000e+01
5.808003723537180640e+00,1.960254814949423618e+01,-4.800000000000000000e+01
6.378240427349583186e+00,1.784683889193003736e+01,1.300000000000000000e+01
8.911275000264078372e+00,2.583580413701123035e+01,2.100000000000000000e+01
5.979624902242322015e+00,1.972581728467142526e+01,1.900000000000000000e+01
7.475781124737640226e+00,2.041035641057075978e+01,4.700000000000000000e+01
6.950768763129993921e+00,1.813470054009738064e+01,3.800000000000000000e+01
8.433565603301856228e+00,2.232115028458476402e+01,5.000000000000000000e+00
7.281743388404111172e+00,1.890568829049380639e+01,4.000000000000000000e+00
